top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,wrong_domain_intrusion_rate,stale_memory_intrusion_rate,completed_task_intrusion_rate,far_deadline_before_near_rate,deadline_ranking_accuracy,memory_token_cost
10,wo_decay,v3u017,v3u017_q008,chat,chat_preference,compatibility_chat_intrusion,How should responses use case_note_format_17 for this user?,v3u017_m0024|v3u017_m0019|v3u017_m0023|v3u017_m0038|v3u017_m0043|v3u017_m0048|v3u017_m0053|v3u017_m0058|v3u017_m0063|v3u017_m0068,v3u017_e005|v3u017_e004|v3u017_e005|v3u017_e008|v3u017_e009|v3u017_e010|v3u017_e011|v3u017_e012|v3u017_e013|v3u017_e014,habit|preference|preference|preference|preference|preference|preference|preference|preference|preference,0.61065|0.591867|0.5912|0.58365|0.58365|0.58365|0.58365|0.58365|0.58365|0.58365,v3u017_m0019|v3u017_m0022,v3u017_e004,0.5,0.44412286644879784,0,,0.5,,0,,0.6,,,,231
10,wo_compatibility,v3u017,v3u017_q008,chat,chat_preference,compatibility_chat_intrusion,How should responses use case_note_format_17 for this user?,v3u017_m0019|v3u017_m0022|v3u017_m0020|v3u017_m0021|v3u017_m0010|v3u017_m0012|v3u017_m0009|v3u017_m0011|v3u017_m0038|v3u017_m0004,v3u017_e004|v3u017_e004|v3u017_e004|v3u017_e004|v3u017_e002|v3u017_e002|v3u017_e002|v3u017_e002|v3u017_e008|v3u017_e001,preference|profile|habit|constraint|constraint|fact|status_update|fact|preference|dependency,0.37014|0.351645|0.327873|0.326323|0.2848|0.276267|0.2672|0.262|0.257963|0.254273,v3u017_m0019|v3u017_m0022,v3u017_e004,1,1,1,,1,,0,,0,,,,218
10,wo_domain,v3u017,v3u017_q008,chat,chat_preference,compatibility_chat_intrusion,How should responses use case_note_format_17 for this user?,v3u017_m0019|v3u017_m0020|v3u017_m0038|v3u017_m0043|v3u017_m0022|v3u017_m0048|v3u017_m0053|v3u017_m0012|v3u017_m0009|v3u017_m0058,v3u017_e004|v3u017_e004|v3u017_e008|v3u017_e009|v3u017_e004|v3u017_e010|v3u017_e011|v3u017_e002|v3u017_e002|v3u017_e012,preference|habit|preference|preference|profile|preference|preference|fact|status_update|preference,0.59014|0.502873|0.477963|0.444612|0.406645|0.405112|0.383823|0.381267|0.3722|0.370664,v3u017_m0019|v3u017_m0022,v3u017_e004,1,0.8854598815714874,1,,1,,0,,0.2,,,,220
10,wo_penalty,v3u017,v3u017_q008,chat,chat_preference,compatibility_chat_intrusion,How should responses use case_note_format_17 for this user?,v3u017_m0019|v3u017_m0020|v3u017_m0038|v3u017_m0043|v3u017_m0023|v3u017_m0022|v3u017_m0048|v3u017_m0053|v3u017_m0058|v3u017_m0063,v3u017_e004|v3u017_e004|v3u017_e008|v3u017_e009|v3u017_e005|v3u017_e004|v3u017_e010|v3u017_e011|v3u017_e012|v3u017_e013,preference|habit|preference|preference|preference|profile|preference|preference|preference|preference,0.67014|0.582873|0.557963|0.524612|0.513202|0.486645|0.485112|0.463823|0.450664|0.4478,v3u017_m0019|v3u017_m0022,v3u017_e004,1,0.8710785440003369,1,,1,,0,,0.4,,,,230
5,full_qca,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0028|v3u017_m0003,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e006|v3u017_e001,status_update|status_update|todo|status_update|todo,0.743433|0.711119|0.648567|0.639188|0.63076,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,122
5,wo_tmt,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0003|v3u017_m0013|v3u017_m0028,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e003|v3u017_e006,status_update|status_update|todo|todo|status_update,0.743433|0.711119|0.6698|0.663147|0.639188,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0.2,,,124
5,wo_decay,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0003|v3u017_m0040,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e008,status_update|status_update|todo|todo|status_update,0.754541|0.6565|0.648567|0.63076|0.607,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,114
5,wo_compatibility,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0006|v3u017_m0001|v3u017_m0018,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e003,status_update|status_update|fact|todo|constraint,0.463433|0.431119|0.426619|0.410567|0.394825,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,111
5,wo_domain,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0009|v3u017_m0028|v3u017_m0002,v3u017_e003|v3u017_e003|v3u017_e002|v3u017_e006|v3u017_e001,status_update|status_update|status_update|status_update|todo,0.603433|0.571119|0.569714|0.499188|0.4623,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0.2,,0,,,122
5,wo_penalty,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0028|v3u017_m0003,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e006|v3u017_e001,status_update|status_update|todo|status_update|todo,0.743433|0.711119|0.648567|0.639188|0.63076,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,122
10,full_qca,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0028|v3u017_m0003|v3u017_m0002|v3u017_m0040|v3u017_m0045|v3u017_m0009|v3u017_m0006,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e006|v3u017_e001|v3u017_e001|v3u017_e008|v3u017_e009|v3u017_e002|v3u017_e001,status_update|status_update|todo|status_update|todo|todo|status_update|status_update|status_update|fact,0.743433|0.711119|0.648567|0.639188|0.63076|0.6023|0.59925|0.57257|0.569714|0.552619,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0.1,,0,,,218
10,wo_tmt,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0003|v3u017_m0013|v3u017_m0028|v3u017_m0014|v3u017_m0040|v3u017_m0002|v3u017_m0001|v3u017_m0045,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e003|v3u017_e006|v3u017_e003|v3u017_e008|v3u017_e001|v3u017_e001|v3u017_e009,status_update|status_update|todo|todo|status_update|todo|status_update|todo|todo|status_update,0.743433|0.711119|0.6698|0.663147|0.639188|0.634857|0.59925|0.5991|0.5777|0.57257,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0.2,,,226
10,wo_decay,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0003|v3u017_m0040|v3u017_m0045|v3u017_m0050|v3u017_m0055|v3u017_m0060|v3u017_m0065,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e008|v3u017_e009|v3u017_e010|v3u017_e011|v3u017_e012|v3u017_e013,status_update|status_update|todo|todo|status_update|status_update|status_update|status_update|status_update|status_update,0.754541|0.6565|0.648567|0.63076|0.607|0.607|0.607|0.607|0.607|0.607,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,212
10,wo_compatibility,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0006|v3u017_m0001|v3u017_m0018|v3u017_m0003|v3u017_m0004|v3u017_m0029|v3u017_m0005|v3u017_m0002,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e001|v3u017_e001,status_update|status_update|fact|todo|constraint|todo|dependency|dependency|constraint|todo,0.463433|0.431119|0.426619|0.410567|0.394825|0.39276|0.392619|0.378188|0.366461|0.3643,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0,,0,,,237
10,wo_domain,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0009|v3u017_m0028|v3u017_m0002|v3u017_m0040|v3u017_m0045|v3u017_m0006|v3u017_m0050|v3u017_m0055,v3u017_e003|v3u017_e003|v3u017_e002|v3u017_e006|v3u017_e001|v3u017_e008|v3u017_e009|v3u017_e001|v3u017_e010|v3u017_e011,status_update|status_update|status_update|status_update|todo|status_update|status_update|fact|status_update|status_update,0.603433|0.571119|0.569714|0.499188|0.4623|0.45925|0.43257|0.412619|0.400969|0.383938,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0.1,,0,,,214
10,wo_penalty,v3u017,v3u017_q009,task,task_status,task_status_completed_contrast,Is the moot_court_argument_17 evidence_table done or still open?,v3u017_m0015|v3u017_m0016|v3u017_m0001|v3u017_m0028|v3u017_m0003|v3u017_m0002|v3u017_m0040|v3u017_m0045|v3u017_m0009|v3u017_m0006,v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e006|v3u017_e001|v3u017_e001|v3u017_e008|v3u017_e009|v3u017_e002|v3u017_e001,status_update|status_update|todo|status_update|todo|todo|status_update|status_update|status_update|fact,0.743433|0.711119|0.648567|0.639188|0.63076|0.6023|0.59925|0.57257|0.569714|0.552619,v3u017_m0016|v3u017_m0015,v3u017_e003,1,0.9134015924715543,1,,1,,,0.1,,0,,,218
5,full_qca,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0018|v3u017_m0002|v3u017_m0003,v3u017_e001|v3u017_e006|v3u017_e003|v3u017_e001|v3u017_e001,dependency|dependency|constraint|todo|todo,0.705791|0.672764|0.60818|0.6056|0.596348,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0,,0,,,118
5,wo_tmt,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0014|v3u017_m0029|v3u017_m0003|v3u017_m0013,v3u017_e001|v3u017_e003|v3u017_e006|v3u017_e001|v3u017_e003,dependency|todo|dependency|todo|todo,0.705791|0.676333|0.672764|0.630508|0.622971,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.9197207891481876,1,,1,,,0,,0.4,,,114
5,wo_decay,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0033|v3u017_m0029|v3u017_m0034|v3u017_m0018,v3u017_e001|v3u017_e007|v3u017_e006|v3u017_e007|v3u017_e003,dependency|dependency|dependency|constraint|constraint,0.6678|0.662733|0.639|0.632908|0.6067,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.9197207891481876,1,,1,,,0,,0,,,111
5,wo_compatibility,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0002|v3u017_m0028|v3u017_m0029|v3u017_m0003,v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006|v3u017_e001,dependency|todo|status_update|dependency|todo,0.405791|0.3806|0.376764|0.372764|0.371348,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.8772153153380493,1,,1,,,0,,0,,,122
5,wo_domain,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0010|v3u017_m0018|v3u017_m0002,v3u017_e001|v3u017_e006|v3u017_e002|v3u017_e003|v3u017_e001,dependency|dependency|constraint|constraint|todo,0.565791|0.532764|0.484086|0.46818|0.4656,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0.2,,0,,,118
5,wo_penalty,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0018|v3u017_m0002|v3u017_m0003,v3u017_e001|v3u017_e006|v3u017_e003|v3u017_e001|v3u017_e001,dependency|dependency|constraint|todo|todo,0.705791|0.672764|0.60818|0.6056|0.596348,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0,,0,,,118
10,full_qca,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0018|v3u017_m0002|v3u017_m0003|v3u017_m0005|v3u017_m0001|v3u017_m0030|v3u017_m0028|v3u017_m0014,v3u017_e001|v3u017_e006|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006|v3u017_e003,dependency|dependency|constraint|todo|todo|constraint|todo|constraint|status_update|todo,0.705791|0.672764|0.60818|0.6056|0.596348|0.594641|0.592916|0.588936|0.586764|0.556633,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0,,0.1,,,238
10,wo_tmt,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0014|v3u017_m0029|v3u017_m0003|v3u017_m0013|v3u017_m0018|v3u017_m0002|v3u017_m0005|v3u017_m0030|v3u017_m0028,v3u017_e001|v3u017_e003|v3u017_e006|v3u017_e001|v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006,dependency|todo|dependency|todo|todo|constraint|todo|constraint|constraint|status_update,0.705791|0.676333|0.672764|0.630508|0.622971|0.60818|0.6028|0.594641|0.588936|0.586764,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.9197207891481876,1,,1,,,0,,0.2,,,240
10,wo_decay,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0033|v3u017_m0029|v3u017_m0034|v3u017_m0018|v3u017_m0002|v3u017_m0003|v3u017_m0001|v3u017_m0035|v3u017_m0014,v3u017_e001|v3u017_e007|v3u017_e006|v3u017_e007|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e001|v3u017_e007|v3u017_e003,dependency|dependency|dependency|constraint|constraint|todo|todo|todo|fact|todo,0.6678|0.662733|0.639|0.632908|0.6067|0.6056|0.596348|0.592916|0.5676|0.556633,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.9197207891481876,1,,1,,,0,,0.1,,,217
10,wo_compatibility,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0002|v3u017_m0028|v3u017_m0029|v3u017_m0003|v3u017_m0001|v3u017_m0016|v3u017_m0018|v3u017_m0006|v3u017_m0005,v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006|v3u017_e001|v3u017_e001|v3u017_e003|v3u017_e003|v3u017_e001|v3u017_e001,dependency|todo|status_update|dependency|todo|todo|status_update|constraint|fact|constraint,0.405791|0.3806|0.376764|0.372764|0.371348|0.367916|0.364925|0.35318|0.3469|0.339641,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,0.8772153153380493,1,,1,,,0,,0,,,240
10,wo_domain,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0010|v3u017_m0018|v3u017_m0002|v3u017_m0005|v3u017_m0030|v3u017_m0028|v3u017_m0021|v3u017_m0014,v3u017_e001|v3u017_e006|v3u017_e002|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006|v3u017_e004|v3u017_e003,dependency|dependency|constraint|constraint|todo|constraint|constraint|status_update|constraint|todo,0.565791|0.532764|0.484086|0.46818|0.4656|0.454641|0.448936|0.446764|0.426591|0.416633,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0.1,,0.1,,,236
10,wo_penalty,v3u017,v3u017_q010,task,task_dependency,task_dependency_current,What blocks reviewer_notes for moot_court_argument_17?,v3u017_m0004|v3u017_m0029|v3u017_m0018|v3u017_m0002|v3u017_m0003|v3u017_m0005|v3u017_m0001|v3u017_m0030|v3u017_m0028|v3u017_m0014,v3u017_e001|v3u017_e006|v3u017_e003|v3u017_e001|v3u017_e001|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e006|v3u017_e003,dependency|dependency|constraint|todo|todo|constraint|todo|constraint|status_update|todo,0.705791|0.672764|0.60818|0.6056|0.596348|0.594641|0.592916|0.588936|0.586764|0.556633,v3u017_m0004|v3u017_m0029,v3u017_e001|v3u017_e006,1,1,1,,1,,,0,,0.1,,,238
5,full_qca,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0001|v3u017_m0003|v3u017_m0020|v3u017_m0029|v3u017_m0019,v3u017_e001|v3u017_e001|v3u017_e004|v3u017_e006|v3u017_e004,todo|todo|habit|dependency|preference,0.674452|0.662654|0.661355|0.659905|0.658324,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.6666666666666666,0.5363433650638435,1,1,0.5,,,,,,,,118
5,wo_tmt,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0003|v3u017_m0013|v3u017_m0014|v3u017_m0020|v3u017_m0029,v3u017_e001|v3u017_e003|v3u017_e003|v3u017_e004|v3u017_e006,todo|todo|todo|habit|dependency,0.726094|0.699189|0.686|0.661355|0.659905,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0,0,0,0,0,,,,,,,,113
5,wo_decay,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0023|v3u017_m0001|v3u017_m0033|v3u017_m0003|v3u017_m0034,v3u017_e005|v3u017_e001|v3u017_e007|v3u017_e001|v3u017_e007,preference|todo|dependency|todo|constraint,0.7046|0.674452|0.669086|0.662654|0.6592,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.3333333333333333,0.21413620126472027,0,1,0,,,,,,,,105
5,wo_compatibility,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0020|v3u017_m0016|v3u017_m0019|v3u017_m0006|v3u017_m0022,v3u017_e004|v3u017_e003|v3u017_e004|v3u017_e001|v3u017_e004,habit|status_update|preference|fact|profile,0.481355|0.456555|0.454324|0.445812|0.436555,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.3333333333333333,0.25454838678859487,0,0,0.5,,,,,,,,109
5,wo_domain,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0007|v3u017_m0001|v3u017_m0003|v3u017_m0008|v3u017_m0020,v3u017_e002|v3u017_e001|v3u017_e001|v3u017_e002|v3u017_e004,todo|todo|todo|todo|habit,0.591122|0.554452|0.542654|0.542628|0.541355,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.3333333333333333,0.21413620126472027,0,1,0,,,,,,,,111
5,wo_penalty,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0001|v3u017_m0003|v3u017_m0020|v3u017_m0029|v3u017_m0019,v3u017_e001|v3u017_e001|v3u017_e004|v3u017_e006|v3u017_e004,todo|todo|habit|dependency|preference,0.674452|0.662654|0.661355|0.659905|0.658324,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.6666666666666666,0.5363433650638435,1,1,0.5,,,,,,,,118
10,full_qca,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0001|v3u017_m0003|v3u017_m0020|v3u017_m0029|v3u017_m0019|v3u017_m0004|v3u017_m0002|v3u017_m0028|v3u017_m0016|v3u017_m0021,v3u017_e001|v3u017_e001|v3u017_e004|v3u017_e006|v3u017_e004|v3u017_e001|v3u017_e001|v3u017_e006|v3u017_e003|v3u017_e004,todo|todo|habit|dependency|preference|dependency|todo|status_update|status_update|constraint,0.674452|0.662654|0.661355|0.659905|0.658324|0.652422|0.632494|0.628155|0.624555|0.604055,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,1,0.6969455160123837,1,1,1,,,,,,,,241
10,wo_tmt,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0003|v3u017_m0013|v3u017_m0014|v3u017_m0020|v3u017_m0029|v3u017_m0019|v3u017_m0004|v3u017_m0028|v3u017_m0002|v3u017_m0016,v3u017_e001|v3u017_e003|v3u017_e003|v3u017_e004|v3u017_e006|v3u017_e004|v3u017_e001|v3u017_e006|v3u017_e001|v3u017_e003,todo|todo|todo|habit|dependency|preference|dependency|status_update|todo|status_update,0.726094|0.699189|0.686|0.661355|0.659905|0.658324|0.652422|0.628155|0.627294|0.624555,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.6666666666666666,0.3419460806302406,0,0,1,,,,,,,,241
10,wo_decay,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0023|v3u017_m0001|v3u017_m0033|v3u017_m0003|v3u017_m0034|v3u017_m0025|v3u017_m0002|v3u017_m0024|v3u017_m0032|v3u017_m0035,v3u017_e005|v3u017_e001|v3u017_e007|v3u017_e001|v3u017_e007|v3u017_e005|v3u017_e001|v3u017_e005|v3u017_e007|v3u017_e007,preference|todo|dependency|todo|constraint|constraint|todo|habit|fact|fact,0.7046|0.674452|0.669086|0.662654|0.6592|0.655788|0.632494|0.628447|0.6275|0.6148,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.3333333333333333,0.21413620126472027,0,1,0,,,,,,,,216
10,wo_compatibility,v3u017,v3u017_q011,chat,mixed,mixed_plan_preference,Plan moot_court_argument_17 using the user's current case_note_format_17 preference.,v3u017_m0020|v3u017_m0016|v3u017_m0019|v3u017_m0006|v3u017_m0022|v3u017_m0021|v3u017_m0001|v3u017_m0018|v3u017_m0029|v3u017_m0030,v3u017_e004|v3u017_e003|v3u017_e004|v3u017_e001|v3u017_e004|v3u017_e004|v3u017_e001|v3u017_e003|v3u017_e006|v3u017_e006,habit|status_update|preference|fact|profile|constraint|todo|constraint|dependency|constraint,0.481355|0.456555|0.454324|0.445812|0.436555|0.436055|0.434452|0.432917|0.431905|0.424505,v3u017_m0028|v3u017_m0019|v3u017_m0001,v3u017_e006|v3u017_e004|v3u017_e001,0.6666666666666666,0.3676810031390814,0,1,0.5,,,,,,,,221
